# time  ID  size  hopcount  deliveryTime  fromHost  toHost  remainingTtl  isResponse  path
13623.0000 I69 619357 1 1328.0000 t124 null 277 N t124->w106
13722.0000 I23 618088 27 9811.0000 w111 null 136 N w111->p20->t122->c45->c55->c58->w99->c55->w99->c52->w92->w117->w104->p0->w102->w99->c45->p11->p24->c52->w118->c58->p9->c53->w98->c41->w98->w94
13728.0000 I23 618088 16 9817.0000 w111 null 136 N w111->p20->p3->t124->w91->t125->p10->c76->p19->w119->c65->w82->p23->w95->w85->w117->c69
13744.0000 I23 618088 5 9833.0000 w111 null 136 N w111->p20->p3->t124->w106->w116
13763.0000 I23 618088 7 9852.0000 w111 null 135 N w111->p20->t122->w92->c72->c70->w80->p9
13808.0000 I71 948551 7 1109.0000 c52 null 281 N c52->c57->p26->t121->p9->p3->p6->w119
13888.0000 I12 613454 6 11698.0000 c71 null 105 N c71->p39->c53->w112->w118->t122->t124
13891.0000 I8 513337 6 12319.0000 c79 null 94 N c79->w82->c62->c74->w92->t122->t124
13938.0000 I23 618088 9 10027.0000 w111 null 132 N w111->p20->t122->w92->c72->c70->w80->p7->c41->w115
13957.0000 I15 661296 6 11203.0000 c75 null 113 N c75->p31->c46->c65->t121->t122->t124
13969.0000 I72 626404 7 1044.0000 p2 null 282 N p2->w88->c64->w98->w94->w117->c75->w109
13969.0000 I23 618088 17 10058.0000 w111 null 132 N w111->p20->p3->t124->w91->t125->p10->c76->p19->w119->c65->w82->p23->w95->w96->p31->w105->w91
13989.0000 I23 618088 10 10078.0000 w111 null 132 N w111->p20->t122->w92->c72->c70->w80->p7->c50->c58->c59
14004.0000 I23 618088 5 10093.0000 w111 null 131 N w111->p20->p3->t124->w106->p5
14008.0000 I23 618088 7 10097.0000 w111 null 131 N w111->p20->t122->w92->p30->p27->p25->w112
14111.0000 I69 619357 1 1816.0000 t124 null 269 N t124->w115
14132.0000 I23 618088 18 10221.0000 w111 null 129 N w111->p20->p3->t124->w91->t125->p10->c76->p19->w119->c65->w82->p23->w95->w96->p31->w105->c76->w90
14182.0000 I23 618088 9 10271.0000 w111 null 128 N w111->p20->t122->w92->c72->c70->w109->c71->p30->w117
14331.0000 I69 619357 1 2036.0000 t124 null 266 N t124->w105
14354.0000 I23 618088 3 10443.0000 w111 null 125 N w111->p20->t122->c78
14380.0000 I69 619357 1 2085.0000 t124 null 265 N t124->w85
14500.0000 I69 619357 1 2205.0000 t124 null 263 N t124->p32
14514.0000 I72 626404 10 1589.0000 p2 null 273 N p2->w88->c64->w98->w94->w117->c75->c70->w92->w118->w105
14537.0000 I23 618088 6 10626.0000 w111 null 122 N w111->p20->p3->t124->w91->t125->c47
14542.0000 I21 611019 5 10856.0000 c69 null 119 N c69->p23->c46->p34->t123->t124
14577.0000 I23 618088 16 10666.0000 w111 null 122 N w111->p20->p3->t124->w91->t125->p10->c76->c79->w112->p27->p16->c64->w101->w82->w80->w95
14629.0000 I69 619357 1 2334.0000 t124 null 261 N t124->w119
14703.0000 I23 618088 6 10792.0000 w111 null 120 N w111->p20->p3->t124->w91->t125->t124
14707.0000 I23 618088 16 10796.0000 w111 null 120 N w111->p20->p3->t124->w91->t125->p10->c76->c79->w112->p27->p16->c64->w101->w82->w80->c75
14744.0000 I23 618088 16 10833.0000 w111 null 119 N w111->p20->p3->t124->w91->t125->p10->c76->c79->w112->p27->p16->c64->w101->w82->w80->c70
14751.0000 I23 618088 16 10840.0000 w111 null 119 N w111->p20->p3->t124->w91->t125->p10->c76->c79->w112->p27->p16->c64->w101->w82->w80->p36
14818.0000 I12 613454 6 12628.0000 c71 null 89 N c71->p39->c53->w112->w118->t122->t123
14894.0000 I72 626404 6 1969.0000 p2 null 267 N p2->w83->t123->t122->p35->w104->p3
14978.0000 I69 619357 1 2683.0000 t124 null 255 N t124->w96
15016.0000 I69 619357 1 2721.0000 t124 null 254 N t124->t121
15037.0000 I79 941618 3 828.0000 w85 null 286 N w85->c75->t123->p8
15042.0000 I12 613454 6 12852.0000 c71 null 85 N c71->p39->c53->w112->w118->t122->t121
15085.0000 I23 618088 5 11174.0000 w111 null 113 N w111->p20->p3->t124->t120->p0
15091.0000 I23 618088 7 11180.0000 w111 null 113 N w111->p20->p3->t124->w91->t125->w88->p24
15117.0000 I23 618088 5 11206.0000 w111 null 113 N w111->p20->p3->t124->t120->w84
15436.0000 I23 618088 5 11525.0000 w111 null 107 N w111->p20->p3->t124->t120->w104
15441.0000 I23 618088 17 11530.0000 w111 null 107 N w111->p20->p3->t124->w91->t125->p10->c76->c79->w112->p27->p16->c64->w101->w82->w80->c64->c52
15726.0000 I23 618088 5 11815.0000 w111 null 103 N w111->p20->t122->w113->p38->c67
15738.0000 I69 619357 1 3443.0000 t124 null 242 N t124->p24
15777.0000 I80 860312 6 1489.0000 p13 null 275 N p13->t121->c61->w113->p38->c67->c43
15812.0000 I23 618088 5 11901.0000 w111 null 101 N w111->p20->p3->t124->t120->w118
16079.0000 I15 661296 6 13325.0000 c75 null 77 N c75->p31->c46->c65->t121->t122->t123
16134.0000 I72 626404 15 3209.0000 p2 null 246 N p2->w88->w110->c75->p21->w108->c46->w86->p25->w91->w106->w88->c44->c65->p25->p33
16190.0000 I23 618088 3 12279.0000 w111 null 95 N w111->p20->t122->w99
16405.0000 I23 618088 3 12494.0000 w111 null 91 N w111->p20->t122->t125
16424.0000 I23 618088 5 12513.0000 w111 null 91 N w111->p20->p3->t124->t120->c74
16612.0000 I82 829940 11 1954.0000 p26 null 267 N p26->c77->c65->c40->p23->t120->p38->w89->w115->p24->p32->p26
16627.0000 I23 618088 3 12716.0000 w111 null 88 N w111->p20->t122->w97
16879.0000 I23 618088 3 12968.0000 w111 null 83 N w111->p20->t122->w105
16888.0000 I23 618088 10 12977.0000 w111 null 83 N w111->p20->p3->t124->t120->p22->p38->c48->p31->c57->w108
16985.0000 I83 911918 10 2109.0000 w111 null 264 N w111->c53->p2->t122->t125->t121->c46->w91->w103->c75->p39
16987.0000 I23 618088 6 13076.0000 w111 null 82 N w111->p20->p3->t124->t120->c58->p19
17302.0000 I72 626404 19 4377.0000 p2 null 227 N p2->w88->c64->w98->w94->w117->c75->c70->w92->w118->p23->w97->c46->w102->w92->w118->c47->p31->c78->p27
17320.0000 I88 744629 7 1198.0000 w113 null 280 N w113->w83->w109->w83->p22->w80->p24->c45
17353.0000 I23 618088 12 13442.0000 w111 null 75 N w111->p20->p3->t124->t120->p22->p38->c48->p31->c57->w83->p23->p21
17444.0000 I15 661296 6 14690.0000 c75 null 55 N c75->p31->c46->c65->t121->t122->t121
17447.0000 I23 618088 3 13536.0000 w111 null 74 N w111->p20->t122->t121
17523.0000 I83 911918 13 2647.0000 w111 null 255 N w111->c53->p2->t122->t124->p2->p28->p0->c79->c55->c63->w92->w102->c75
17872.0000 I81 785283 9 3320.0000 w98 null 244 N w98->c63->t120->c44->w93->p36->c54->p5->t122->w83
